NHDES Facility ID,Facility Name,Address,Town,County,State,Sample ID,Date,Time,Sample Location Comments,Parameter/Analyte,Result,Units,Result Comments
SCH-28215,PROSPECT MOUNTAIN HIGH SCHOOL,242 SUNCOOK VALLEY RD.,ALTON,BELKNAP,NH,219020682.01,2/26/2019,8:30 AM,FOOD PREP TABLE SINK FAUCET IN KITCHEN,LEAD,ND,UG/L (PPB),
SCH-28215,PROSPECT MOUNTAIN HIGH SCHOOL,242 SUNCOOK VALLEY RD.,ALTON,BELKNAP,NH,219020682.02,2/26/2019,8:32 AM,POT FILLER NEXT TO STOVE,LEAD,2.0000,UG/L (PPB),
SCH-28215,PROSPECT MOUNTAIN HIGH SCHOOL,242 SUNCOOK VALLEY RD.,ALTON,BELKNAP,NH,219020682.03,2/26/2019,8:34 AM,HAND SINK NEXT TO HOT FOOD UNITS RIGHT,LEAD,ND,UG/L (PPB),
SCH-28215,PROSPECT MOUNTAIN HIGH SCHOOL,242 SUNCOOK VALLEY RD.,ALTON,BELKNAP,NH,219020682.04,2/26/2019,8:36 AM,FOOD PREP SINK FAUCET,LEAD,ND,UG/L (PPB),
SCH-28215,PROSPECT MOUNTAIN HIGH SCHOOL,242 SUNCOOK VALLEY RD.,ALTON,BELKNAP,NH,219020682.05,2/26/2019,8:38 AM,TRIPLE BAY POT SINK ACROSS FROM DISHWASHER,LEAD,ND,UG/L (PPB),
SCH-28215,PROSPECT MOUNTAIN HIGH SCHOOL,242 SUNCOOK VALLEY RD.,ALTON,BELKNAP,NH,219020682.06,2/26/2019,8:40 AM,FAUCET NEXT TO DISHWASHER,LEAD,ND,UG/L (PPB),
SCH-28215,PROSPECT MOUNTAIN HIGH SCHOOL,242 SUNCOOK VALLEY RD.,ALTON,BELKNAP,NH,219020682.07,2/26/2019,8:42 AM,STAFF RESTROOM IN KITCHEN,LEAD,ND,UG/L (PPB),
SCH-28215,PROSPECT MOUNTAIN HIGH SCHOOL,242 SUNCOOK VALLEY RD.,ALTON,BELKNAP,NH,219020682.08,2/26/2019,8:44 AM,HAND SINK NEXT TO HOT FOOD UNITS LEFT,LEAD,ND,UG/L (PPB),
SCH-28215,PROSPECT MOUNTAIN HIGH SCHOOL,242 SUNCOOK VALLEY RD.,ALTON,BELKNAP,NH,219020682.09,2/26/2019,8:48 AM,SINK OUTSIDE OF ROOM 14 BEHIND AUDITORIUM STAGE,LEAD,ND,UG/L (PPB),
SCH-28215,PROSPECT MOUNTAIN HIGH SCHOOL,242 SUNCOOK VALLEY RD.,ALTON,BELKNAP,NH,219020682.10,2/26/2019,8:50 AM,BUBBLER OUTSIDE ROOM 7 RIGHT,LEAD,ND,UG/L (PPB),
SCH-28215,PROSPECT MOUNTAIN HIGH SCHOOL,242 SUNCOOK VALLEY RD.,ALTON,BELKNAP,NH,219020682.100,2/26/2019,10:52 AM,ROOM 133 SCIENCE SINK NEAR WHITE BOARD,LEAD,13.0000,UG/L (PPB),
SCH-28215,PROSPECT MOUNTAIN HIGH SCHOOL,242 SUNCOOK VALLEY RD.,ALTON,BELKNAP,NH,219020682.101,2/26/2019,10:54 AM,ROOM 133 SINK FAUCET NEXT TO LAB TABLE #1,LEAD,ND,UG/L (PPB),
SCH-28215,PROSPECT MOUNTAIN HIGH SCHOOL,242 SUNCOOK VALLEY RD.,ALTON,BELKNAP,NH,219020682.102,2/26/2019,10:55 AM,LAB TABLE #1 LEFT SINK ROOM 133,LEAD,1.0000,UG/L (PPB),
SCH-28215,PROSPECT MOUNTAIN HIGH SCHOOL,242 SUNCOOK VALLEY RD.,ALTON,BELKNAP,NH,219020682.103,2/26/2019,10:56 AM,LAB TABLE #1 RIGHT SINK ROOM 133,LEAD,1.0000,UG/L (PPB),
SCH-28215,PROSPECT MOUNTAIN HIGH SCHOOL,242 SUNCOOK VALLEY RD.,ALTON,BELKNAP,NH,219020682.104,2/26/2019,10:57 AM,LAB TABLE #2 LEFT SINK ROOM 133,LEAD,ND,UG/L (PPB),
SCH-28215,PROSPECT MOUNTAIN HIGH SCHOOL,242 SUNCOOK VALLEY RD.,ALTON,BELKNAP,NH,219020682.105,2/26/2019,10:58 AM,LAB TABLE #2 RIGHT SINK ROOM 133,LEAD,ND,UG/L (PPB),
SCH-28215,PROSPECT MOUNTAIN HIGH SCHOOL,242 SUNCOOK VALLEY RD.,ALTON,BELKNAP,NH,219020682.106,2/26/2019,10:59 AM,LAB TABLE #3 RIGHT SINK ROOM 133,LEAD,1.0000,UG/L (PPB),
SCH-28215,PROSPECT MOUNTAIN HIGH SCHOOL,242 SUNCOOK VALLEY RD.,ALTON,BELKNAP,NH,219020682.107,2/26/2019,11:00 AM,LAB TABLE #3 LEFT SINK ROOM 133,LEAD,ND,UG/L (PPB),
SCH-28215,PROSPECT MOUNTAIN HIGH SCHOOL,242 SUNCOOK VALLEY RD.,ALTON,BELKNAP,NH,219020682.108,2/26/2019,11:01 AM,LAB TABLE #4 LEFT SINK ROOM 133,LEAD,ND,UG/L (PPB),
SCH-28215,PROSPECT MOUNTAIN HIGH SCHOOL,242 SUNCOOK VALLEY RD.,ALTON,BELKNAP,NH,219020682.109,2/26/2019,11:02 AM,LAB TABLE #4 RIGHT SINK ROOM 133,LEAD,1.0000,UG/L (PPB),
SCH-28215,PROSPECT MOUNTAIN HIGH SCHOOL,242 SUNCOOK VALLEY RD.,ALTON,BELKNAP,NH,219020682.11,2/26/2019,8:52 AM,BUBBLER OUTSIDE ROOM 7 LEFT,LEAD,ND,UG/L (PPB),
SCH-28215,PROSPECT MOUNTAIN HIGH SCHOOL,242 SUNCOOK VALLEY RD.,ALTON,BELKNAP,NH,219020682.110,2/26/2019,11:03 AM,LAB TABLE #5 LEFT SINK ROOM 133,LEAD,1.0000,UG/L (PPB),
SCH-28215,PROSPECT MOUNTAIN HIGH SCHOOL,242 SUNCOOK VALLEY RD.,ALTON,BELKNAP,NH,219020682.111,2/26/2019,11:04 AM,LAB TABLE #5 RIGHT SINK ROOM 133,LEAD,1.0000,UG/L (PPB),
SCH-28215,PROSPECT MOUNTAIN HIGH SCHOOL,242 SUNCOOK VALLEY RD.,ALTON,BELKNAP,NH,219020682.112,2/26/2019,11:05 AM,LAB TABLE #6 LEFT SINK ROOM 133,LEAD,3.0000,UG/L (PPB),
SCH-28215,PROSPECT MOUNTAIN HIGH SCHOOL,242 SUNCOOK VALLEY RD.,ALTON,BELKNAP,NH,219020682.113,2/26/2019,11:06 AM,LAB TABLE #6 RIGHT SINK ROOM 133,LEAD,2.0000,UG/L (PPB),
SCH-28215,PROSPECT MOUNTAIN HIGH SCHOOL,242 SUNCOOK VALLEY RD.,ALTON,BELKNAP,NH,219020682.114,2/26/2019,11:07 AM,ROOM 137A (NURSE) RESTROOM SINK,LEAD,ND,UG/L (PPB),
SCH-28215,PROSPECT MOUNTAIN HIGH SCHOOL,242 SUNCOOK VALLEY RD.,ALTON,BELKNAP,NH,219020682.115,2/26/2019,11:08 AM,ROOM 137 (NURSES OFFICE) SINK,LEAD,ND,UG/L (PPB),
SCH-28215,PROSPECT MOUNTAIN HIGH SCHOOL,242 SUNCOOK VALLEY RD.,ALTON,BELKNAP,NH,219020682.116,2/26/2019,11:12 AM,RESTROOM SINK ACROSS FROM ROOM 139 (PRINCIPAL),LEAD,ND,UG/L (PPB),
SCH-28215,PROSPECT MOUNTAIN HIGH SCHOOL,242 SUNCOOK VALLEY RD.,ALTON,BELKNAP,NH,219020682.117,2/26/2019,11:13 AM,MENS RESTROOM SINK #1 NEXT TO ROOM 169 (R-L),LEAD,ND,UG/L (PPB),
SCH-28215,PROSPECT MOUNTAIN HIGH SCHOOL,242 SUNCOOK VALLEY RD.,ALTON,BELKNAP,NH,219020682.118,2/26/2019,11:15 AM,MENS RESTROOM SINK #2 NEXT TO ROOM 169 (R-L),LEAD,ND,UG/L (PPB),
SCH-28215,PROSPECT MOUNTAIN HIGH SCHOOL,242 SUNCOOK VALLEY RD.,ALTON,BELKNAP,NH,219020682.119,2/26/2019,11:18 AM,MENS RESTROOM SINK #3 NEXT TO ROOM 169 (R-L),LEAD,ND,UG/L (PPB),
SCH-28215,PROSPECT MOUNTAIN HIGH SCHOOL,242 SUNCOOK VALLEY RD.,ALTON,BELKNAP,NH,219020682.12,2/26/2019,8:55 AM,MOP SINK IN ROOM 20 NEXT TO TEACHERS OFFICE,LEAD,ND,UG/L (PPB),
SCH-28215,PROSPECT MOUNTAIN HIGH SCHOOL,242 SUNCOOK VALLEY RD.,ALTON,BELKNAP,NH,219020682.120,2/26/2019,11:19 AM,MENS RESTROOM SINK #4 NEXT TO ROOM 169 (R-L),LEAD,ND,UG/L (PPB),
SCH-28215,PROSPECT MOUNTAIN HIGH SCHOOL,242 SUNCOOK VALLEY RD.,ALTON,BELKNAP,NH,219020682.121,2/26/2019,11:20 AM,MENS RESTROOM SINK #5 NEXT TO ROOM 169 (R-L),LEAD,ND,UG/L (PPB),
SCH-28215,PROSPECT MOUNTAIN HIGH SCHOOL,242 SUNCOOK VALLEY RD.,ALTON,BELKNAP,NH,219020682.122,2/26/2019,11:21 AM,WOMENS RESTROOM SINK #1 NEXT TO ROOM 169 (L-R),LEAD,ND,UG/L (PPB),
SCH-28215,PROSPECT MOUNTAIN HIGH SCHOOL,242 SUNCOOK VALLEY RD.,ALTON,BELKNAP,NH,219020682.123,2/26/2019,11:22 AM,WOMENS RESTROOM SINK #2 NEXT TO ROOM 169 (L-R),LEAD,ND,UG/L (PPB),
SCH-28215,PROSPECT MOUNTAIN HIGH SCHOOL,242 SUNCOOK VALLEY RD.,ALTON,BELKNAP,NH,219020682.124,2/26/2019,11:24 AM,WOMENS RESTROOM SINK #3 NEXT TO ROOM 169 (L-R),LEAD,ND,UG/L (PPB),
SCH-28215,PROSPECT MOUNTAIN HIGH SCHOOL,242 SUNCOOK VALLEY RD.,ALTON,BELKNAP,NH,219020682.125,2/26/2019,11:25 AM,WOMENS RESTROOM SINK #4 NEXT TO ROOM 169 (L-R),LEAD,ND,UG/L (PPB),
SCH-28215,PROSPECT MOUNTAIN HIGH SCHOOL,242 SUNCOOK VALLEY RD.,ALTON,BELKNAP,NH,219020682.126,2/26/2019,11:26 AM,WOMENS RESTROOM SINK #5 NEXT TO ROOM 169 (L-R),LEAD,ND,UG/L (PPB),
SCH-28215,PROSPECT MOUNTAIN HIGH SCHOOL,242 SUNCOOK VALLEY RD.,ALTON,BELKNAP,NH,219020682.127,2/26/2019,11:27 AM,BUBBLER ACROSS FROM ROOM 204 RIGHT,LEAD,ND,UG/L (PPB),
SCH-28215,PROSPECT MOUNTAIN HIGH SCHOOL,242 SUNCOOK VALLEY RD.,ALTON,BELKNAP,NH,219020682.128,2/26/2019,11:28 AM,BUBBLER ACROSS FROM ROOM 204 LEFT,LEAD,ND,UG/L (PPB),
SCH-28215,PROSPECT MOUNTAIN HIGH SCHOOL,242 SUNCOOK VALLEY RD.,ALTON,BELKNAP,NH,219020682.129,2/26/2019,11:32 AM,WOMENS RESTROOM SINK #1 ACROSS FROM ROOM 209 (R-L),LEAD,ND,UG/L (PPB),
SCH-28215,PROSPECT MOUNTAIN HIGH SCHOOL,242 SUNCOOK VALLEY RD.,ALTON,BELKNAP,NH,219020682.13,2/26/2019,8:57 AM,MOP SINK OUTSIDE ROOM 23,LEAD,ND,UG/L (PPB),
SCH-28215,PROSPECT MOUNTAIN HIGH SCHOOL,242 SUNCOOK VALLEY RD.,ALTON,BELKNAP,NH,219020682.130,2/26/2019,11:33 AM,WOMENS RESTROOM SINK #2 ACROSS FROM ROOM 209 (R-L),LEAD,ND,UG/L (PPB),
SCH-28215,PROSPECT MOUNTAIN HIGH SCHOOL,242 SUNCOOK VALLEY RD.,ALTON,BELKNAP,NH,219020682.131,2/26/2019,11:35 AM,WOMENS RESTROOM SINK #3 ACROSS FROM ROOM 209 (R-L),LEAD,ND,UG/L (PPB),
SCH-28215,PROSPECT MOUNTAIN HIGH SCHOOL,242 SUNCOOK VALLEY RD.,ALTON,BELKNAP,NH,219020682.132,2/26/2019,11:36 AM,WOMENS RESTROOM SINK #4 ACROSS FROM ROOM 209 (R-L),LEAD,ND,UG/L (PPB),
SCH-28215,PROSPECT MOUNTAIN HIGH SCHOOL,242 SUNCOOK VALLEY RD.,ALTON,BELKNAP,NH,219020682.133,2/26/2019,11:37 AM,WOMENS RESTROOM SINK #5 ACROSS FROM ROOM 209 (R-L),LEAD,ND,UG/L (PPB),
SCH-28215,PROSPECT MOUNTAIN HIGH SCHOOL,242 SUNCOOK VALLEY RD.,ALTON,BELKNAP,NH,219020682.134,2/26/2019,11:38 AM,MENS RESTROOM SINK #1 ACROSS FROM ROOM 209 (L-R),LEAD,ND,UG/L (PPB),
SCH-28215,PROSPECT MOUNTAIN HIGH SCHOOL,242 SUNCOOK VALLEY RD.,ALTON,BELKNAP,NH,219020682.135,2/26/2019,11:39 AM,MENS RESTROOM SINK #2 ACROSS FROM ROOM 209 (L-R),LEAD,ND,UG/L (PPB),
SCH-28215,PROSPECT MOUNTAIN HIGH SCHOOL,242 SUNCOOK VALLEY RD.,ALTON,BELKNAP,NH,219020682.136,2/26/2019,11:41 AM,MENS RESTROOM SINK #3 ACROSS FROM ROOM 209 (L-R),LEAD,ND,UG/L (PPB),
SCH-28215,PROSPECT MOUNTAIN HIGH SCHOOL,242 SUNCOOK VALLEY RD.,ALTON,BELKNAP,NH,219020682.137,2/26/2019,11:42 AM,MENS RESTROOM SINK #4 ACROSS FROM ROOM 209 (L-R),LEAD,ND,UG/L (PPB),
SCH-28215,PROSPECT MOUNTAIN HIGH SCHOOL,242 SUNCOOK VALLEY RD.,ALTON,BELKNAP,NH,219020682.138,2/26/2019,11:43 AM,MENS RESTROOM SINK #5 ACROSS FROM ROOM 209 (L-R),LEAD,ND,UG/L (PPB),
SCH-28215,PROSPECT MOUNTAIN HIGH SCHOOL,242 SUNCOOK VALLEY RD.,ALTON,BELKNAP,NH,219020682.139,2/26/2019,11:44 AM,ROOM 209 (TEACHERS LOUNGE) SINK,LEAD,ND,UG/L (PPB),
SCH-28215,PROSPECT MOUNTAIN HIGH SCHOOL,242 SUNCOOK VALLEY RD.,ALTON,BELKNAP,NH,219020682.14,2/26/2019,9:00 AM,AD OFFICE RESTROOM SINK IN GIRLS LOCKER ROOM,LEAD,ND,UG/L (PPB),
SCH-28215,PROSPECT MOUNTAIN HIGH SCHOOL,242 SUNCOOK VALLEY RD.,ALTON,BELKNAP,NH,219020682.140,2/26/2019,11:45 AM,ROOM 209 (TEACHERS LOUNGE) RESTROOM SINK,LEAD,ND,UG/L (PPB),
SCH-28215,PROSPECT MOUNTAIN HIGH SCHOOL,242 SUNCOOK VALLEY RD.,ALTON,BELKNAP,NH,219020682.141,2/26/2019,11:47 AM,ROOM 214 SINK,LEAD,1.0000,UG/L (PPB),
SCH-28215,PROSPECT MOUNTAIN HIGH SCHOOL,242 SUNCOOK VALLEY RD.,ALTON,BELKNAP,NH,219020682.142,2/26/2019,11:48 AM,ROOM 216 SINK,LEAD,ND,UG/L (PPB),
SCH-28215,PROSPECT MOUNTAIN HIGH SCHOOL,242 SUNCOOK VALLEY RD.,ALTON,BELKNAP,NH,219020682.143,2/26/2019,11:50 AM,ROOM 218 SINK,LEAD,2.0000,UG/L (PPB),
SCH-28215,PROSPECT MOUNTAIN HIGH SCHOOL,242 SUNCOOK VALLEY RD.,ALTON,BELKNAP,NH,219020682.144,2/26/2019,11:52 AM,ROOM 220 SINK,LEAD,1.0000,UG/L (PPB),
SCH-28215,PROSPECT MOUNTAIN HIGH SCHOOL,242 SUNCOOK VALLEY RD.,ALTON,BELKNAP,NH,219020682.145,2/26/2019,11:54 AM,ROOM 225 SINK,LEAD,ND,UG/L (PPB),
SCH-28215,PROSPECT MOUNTAIN HIGH SCHOOL,242 SUNCOOK VALLEY RD.,ALTON,BELKNAP,NH,219020682.146,2/26/2019,11:56 AM,ROOM 229 SCIENCE SINK NEAR WHITE BOARD,LEAD,ND,UG/L (PPB),
SCH-28215,PROSPECT MOUNTAIN HIGH SCHOOL,242 SUNCOOK VALLEY RD.,ALTON,BELKNAP,NH,219020682.147,2/26/2019,11:59 AM,ROOM 229 SINK NEXT TO LAB TABLE #1,LEAD,2.0000,UG/L (PPB),
SCH-28215,PROSPECT MOUNTAIN HIGH SCHOOL,242 SUNCOOK VALLEY RD.,ALTON,BELKNAP,NH,219020682.148,2/26/2019,12:01 PM,LAB TABLE #1 LEFT SINK ROOM 229,LEAD,4.0000,UG/L (PPB),
SCH-28215,PROSPECT MOUNTAIN HIGH SCHOOL,242 SUNCOOK VALLEY RD.,ALTON,BELKNAP,NH,219020682.149,2/26/2019,12:02 PM,LAB TABLE #1 RIGHT SINK ROOM 229,LEAD,21.0000,UG/L (PPB),
SCH-28215,PROSPECT MOUNTAIN HIGH SCHOOL,242 SUNCOOK VALLEY RD.,ALTON,BELKNAP,NH,219020682.15,2/26/2019,9:02 AM,GIRLS LOCKER ROOM SINK LEFT,LEAD,ND,UG/L (PPB),
SCH-28215,PROSPECT MOUNTAIN HIGH SCHOOL,242 SUNCOOK VALLEY RD.,ALTON,BELKNAP,NH,219020682.150,2/26/2019,12:03 PM,LAB TABLE #2 LEFT SINK ROOM 229,LEAD,2.0000,UG/L (PPB),
SCH-28215,PROSPECT MOUNTAIN HIGH SCHOOL,242 SUNCOOK VALLEY RD.,ALTON,BELKNAP,NH,219020682.151,2/26/2019,12:04 PM,LAB TABLE #2 RIGHT SINK ROOM 229,LEAD,2.0000,UG/L (PPB),
SCH-28215,PROSPECT MOUNTAIN HIGH SCHOOL,242 SUNCOOK VALLEY RD.,ALTON,BELKNAP,NH,219020682.152,2/26/2019,12:05 PM,LAB TABLE #3 RIGHT SINK ROOM 229,LEAD,ND,UG/L (PPB),
SCH-28215,PROSPECT MOUNTAIN HIGH SCHOOL,242 SUNCOOK VALLEY RD.,ALTON,BELKNAP,NH,219020682.153,2/26/2019,12:06 PM,LAB TABLE #3 LEFT SINK ROOM 229,LEAD,1.0000,UG/L (PPB),
SCH-28215,PROSPECT MOUNTAIN HIGH SCHOOL,242 SUNCOOK VALLEY RD.,ALTON,BELKNAP,NH,219020682.154,2/26/2019,12:07 PM,LAB TABLE #4 LEFT SINK ROOM 229,LEAD,ND,UG/L (PPB),
SCH-28215,PROSPECT MOUNTAIN HIGH SCHOOL,242 SUNCOOK VALLEY RD.,ALTON,BELKNAP,NH,219020682.155,2/26/2019,12:08 PM,LAB TABLE #4 RIGHT SINK ROOM 229,LEAD,ND,UG/L (PPB),
SCH-28215,PROSPECT MOUNTAIN HIGH SCHOOL,242 SUNCOOK VALLEY RD.,ALTON,BELKNAP,NH,219020682.156,2/26/2019,12:09 PM,LAB TABLE #5 LEFT SINK ROOM 229,LEAD,1.0000,UG/L (PPB),
SCH-28215,PROSPECT MOUNTAIN HIGH SCHOOL,242 SUNCOOK VALLEY RD.,ALTON,BELKNAP,NH,219020682.157,2/26/2019,12:10 PM,LAB TABLE #5 RIGHT SINK ROOM 229,LEAD,5.0000,UG/L (PPB),
SCH-28215,PROSPECT MOUNTAIN HIGH SCHOOL,242 SUNCOOK VALLEY RD.,ALTON,BELKNAP,NH,219020682.158,2/26/2019,12:11 PM,LAB TABLE #6 LEFT SINK ROOM 229,LEAD,1.0000,UG/L (PPB),
SCH-28215,PROSPECT MOUNTAIN HIGH SCHOOL,242 SUNCOOK VALLEY RD.,ALTON,BELKNAP,NH,219020682.159,2/26/2019,12:12 PM,LAB TABLE #6 RIGHT SINK ROOM 229,LEAD,ND,UG/L (PPB),
SCH-28215,PROSPECT MOUNTAIN HIGH SCHOOL,242 SUNCOOK VALLEY RD.,ALTON,BELKNAP,NH,219020682.16,2/26/2019,9:03 AM,GIRLS LOCKER ROOM SINK LEFT MIDDLE,LEAD,ND,UG/L (PPB),
SCH-28215,PROSPECT MOUNTAIN HIGH SCHOOL,242 SUNCOOK VALLEY RD.,ALTON,BELKNAP,NH,219020682.160,2/26/2019,12:13 PM,ROOM 237 SINK,LEAD,2.0000,UG/L (PPB),
SCH-28215,PROSPECT MOUNTAIN HIGH SCHOOL,242 SUNCOOK VALLEY RD.,ALTON,BELKNAP,NH,219020682.161,2/26/2019,12:14 PM,BUBBLER NEXT TO ROOM 236 LEFT,LEAD,ND,UG/L (PPB),
SCH-28215,PROSPECT MOUNTAIN HIGH SCHOOL,242 SUNCOOK VALLEY RD.,ALTON,BELKNAP,NH,219020682.162,2/26/2019,12:17 PM,BUBBLER NEXT TO ROOM 236 RIGHT,LEAD,ND,UG/L (PPB),
SCH-28215,PROSPECT MOUNTAIN HIGH SCHOOL,242 SUNCOOK VALLEY RD.,ALTON,BELKNAP,NH,219020682.163,2/26/2019,12:20 PM,ROOM 241 SCIENCE SINK NEAR WHITE BOARD,LEAD,8.0000,UG/L (PPB),
SCH-28215,PROSPECT MOUNTAIN HIGH SCHOOL,242 SUNCOOK VALLEY RD.,ALTON,BELKNAP,NH,219020682.164,2/26/2019,12:21 PM,ROOM 241 SINK NEAR LAB TABLE #1,LEAD,ND,UG/L (PPB),
SCH-28215,PROSPECT MOUNTAIN HIGH SCHOOL,242 SUNCOOK VALLEY RD.,ALTON,BELKNAP,NH,219020682.165,2/26/2019,12:23 PM,LAB TABLE #1 LEFT SINK ROOM 241,LEAD,ND,UG/L (PPB),
SCH-28215,PROSPECT MOUNTAIN HIGH SCHOOL,242 SUNCOOK VALLEY RD.,ALTON,BELKNAP,NH,219020682.166,2/26/2019,12:24 PM,LAB TABLE #1 RIGHT SINK ROOM 241,LEAD,ND,UG/L (PPB),
SCH-28215,PROSPECT MOUNTAIN HIGH SCHOOL,242 SUNCOOK VALLEY RD.,ALTON,BELKNAP,NH,219020682.167,2/26/2019,12:24 PM,LAB TABLE #2 LEFT SINK ROOM 241,LEAD,13.0000,UG/L (PPB),
SCH-28215,PROSPECT MOUNTAIN HIGH SCHOOL,242 SUNCOOK VALLEY RD.,ALTON,BELKNAP,NH,219020682.168,2/26/2019,12:26 PM,LAB TABLE #2 RIGHT SINK ROOM 241,LEAD,5.0000,UG/L (PPB),
SCH-28215,PROSPECT MOUNTAIN HIGH SCHOOL,242 SUNCOOK VALLEY RD.,ALTON,BELKNAP,NH,219020682.169,2/26/2019,12:27 PM,LAB TABLE #3 LEFT SINK ROOM 241,LEAD,ND,UG/L (PPB),
SCH-28215,PROSPECT MOUNTAIN HIGH SCHOOL,242 SUNCOOK VALLEY RD.,ALTON,BELKNAP,NH,219020682.17,2/26/2019,9:04 AM,GIRLS LOCKER ROOM SINK RIGHT-MIDDLE,LEAD,ND,UG/L (PPB),
SCH-28215,PROSPECT MOUNTAIN HIGH SCHOOL,242 SUNCOOK VALLEY RD.,ALTON,BELKNAP,NH,219020682.170,2/26/2019,12:28 PM,LAB TABLE #3 RIGHT SINK ROOM 241,LEAD,ND,UG/L (PPB),
SCH-28215,PROSPECT MOUNTAIN HIGH SCHOOL,242 SUNCOOK VALLEY RD.,ALTON,BELKNAP,NH,219020682.171,2/26/2019,12:29 PM,LAB TABLE #4 LEFT SINK ROOM 241,LEAD,ND,UG/L (PPB),
SCH-28215,PROSPECT MOUNTAIN HIGH SCHOOL,242 SUNCOOK VALLEY RD.,ALTON,BELKNAP,NH,219020682.172,2/26/2019,12:30 PM,LAB TABLE #4 RIGHT SINK ROOM 241,LEAD,ND,UG/L (PPB),
SCH-28215,PROSPECT MOUNTAIN HIGH SCHOOL,242 SUNCOOK VALLEY RD.,ALTON,BELKNAP,NH,219020682.173,2/26/2019,12:31 PM,LAB TABLE #5 LEFT SINK ROOM 241,LEAD,5.0000,UG/L (PPB),
SCH-28215,PROSPECT MOUNTAIN HIGH SCHOOL,242 SUNCOOK VALLEY RD.,ALTON,BELKNAP,NH,219020682.174,2/26/2019,12:32 PM,LAB TABLE #5 RIGHT SINK ROOM 241,LEAD,5.0000,UG/L (PPB),
SCH-28215,PROSPECT MOUNTAIN HIGH SCHOOL,242 SUNCOOK VALLEY RD.,ALTON,BELKNAP,NH,219020682.175,2/26/2019,12:33 PM,LAB TABLE #6 LEFT SINK ROOM 241,LEAD,6.0000,UG/L (PPB),
SCH-28215,PROSPECT MOUNTAIN HIGH SCHOOL,242 SUNCOOK VALLEY RD.,ALTON,BELKNAP,NH,219020682.176,2/26/2019,12:34 PM,LAB TABLE #6 RIGHT SINK ROOM 241,LEAD,2.0000,UG/L (PPB),
SCH-28215,PROSPECT MOUNTAIN HIGH SCHOOL,242 SUNCOOK VALLEY RD.,ALTON,BELKNAP,NH,219020682.177,2/26/2019,12:35 PM,SINK BETWEEN ROOMS 241 & 243,LEAD,2.0000,UG/L (PPB),
SCH-28215,PROSPECT MOUNTAIN HIGH SCHOOL,242 SUNCOOK VALLEY RD.,ALTON,BELKNAP,NH,219020682.178,2/26/2019,12:36 PM,ROOM 245 SCIENCE SINK NEAR WHITE BOARD,LEAD,8.0000,UG/L (PPB),
SCH-28215,PROSPECT MOUNTAIN HIGH SCHOOL,242 SUNCOOK VALLEY RD.,ALTON,BELKNAP,NH,219020682.179,2/26/2019,12:38 PM,ROOM 245 SINK NEXT TO LAB TABLE #1,LEAD,1.0000,UG/L (PPB),
SCH-28215,PROSPECT MOUNTAIN HIGH SCHOOL,242 SUNCOOK VALLEY RD.,ALTON,BELKNAP,NH,219020682.18,2/26/2019,9:05 AM,GIRLS LOCKER ROOM SINK RIGHT,LEAD,ND,UG/L (PPB),
SCH-28215,PROSPECT MOUNTAIN HIGH SCHOOL,242 SUNCOOK VALLEY RD.,ALTON,BELKNAP,NH,219020682.180,2/26/2019,12:40 PM,LAB TABLE #1 LEFT SINK ROOM 245,LEAD,1.0000,UG/L (PPB),
SCH-28215,PROSPECT MOUNTAIN HIGH SCHOOL,242 SUNCOOK VALLEY RD.,ALTON,BELKNAP,NH,219020682.181,2/26/2019,12:41 PM,LAB TABLE #1 RIGHT SINK ROOM 245,LEAD,3.0000,UG/L (PPB),
SCH-28215,PROSPECT MOUNTAIN HIGH SCHOOL,242 SUNCOOK VALLEY RD.,ALTON,BELKNAP,NH,219020682.182,2/26/2019,12:42 PM,LAB TABLE #2 LEFT SINK ROOM 245,LEAD,1.0000,UG/L (PPB),
SCH-28215,PROSPECT MOUNTAIN HIGH SCHOOL,242 SUNCOOK VALLEY RD.,ALTON,BELKNAP,NH,219020682.183,2/26/2019,12:43 PM,LAB TABLE #2 RIGHT SINK ROOM 245,LEAD,ND,UG/L (PPB),
SCH-28215,PROSPECT MOUNTAIN HIGH SCHOOL,242 SUNCOOK VALLEY RD.,ALTON,BELKNAP,NH,219020682.184,2/26/2019,12:44 PM,LAB TABLE #3 RIGHT SINK ROOM 245,LEAD,ND,UG/L (PPB),
SCH-28215,PROSPECT MOUNTAIN HIGH SCHOOL,242 SUNCOOK VALLEY RD.,ALTON,BELKNAP,NH,219020682.185,2/26/2019,12:45 PM,LAB TABLE #3 LEFT SINK ROOM 245,LEAD,ND,UG/L (PPB),
SCH-28215,PROSPECT MOUNTAIN HIGH SCHOOL,242 SUNCOOK VALLEY RD.,ALTON,BELKNAP,NH,219020682.186,2/26/2019,12:46 PM,LAB TABLE #4 LEFT SINK ROOM 245,LEAD,ND,UG/L (PPB),
SCH-28215,PROSPECT MOUNTAIN HIGH SCHOOL,242 SUNCOOK VALLEY RD.,ALTON,BELKNAP,NH,219020682.187,2/26/2019,12:47 PM,LAB TABLE #4 RIGHT SINK ROOM 245,LEAD,ND,UG/L (PPB),
SCH-28215,PROSPECT MOUNTAIN HIGH SCHOOL,242 SUNCOOK VALLEY RD.,ALTON,BELKNAP,NH,219020682.188,2/26/2019,12:48 PM,LAB TABLE #5 LEFT SINK ROOM 245,LEAD,ND,UG/L (PPB),
